2000
(-460.319315,78.90292915)
(-51.09064933,-58.1704814)
(422.8945848,750.2510305)
(-760.9467157,-874.3974759)
(614.6421931,756.6705772)
(510.2679252,554.490522)
(-537.4063005,-609.0772263)
(703.3067984,-157.5361498)
(376.5256273,540.6274809)
(554.1914246,-709.458421)
(-758.1641723,-168.6773403)
(620.7155649,-440.662374)
(-630.7428802,993.7759923)
(-15.9875473,24.41414825)
(858.4733985,195.0988906)
(-508.0858878,899.5837152)
(232.437486,897.7702167)
(-36.1215015,559.010225)
(-364.5500925,457.3267321)
(589.7078188,31.74438319)
(-68.22597676,513.085285)
(-570.4842126,986.7894926)
(-716.4042261,468.2754225)
(888.1618518,237.9510341)
(153.7193038,295.4385049)
(-504.1780207,871.8796227)
(807.8084391,177.8711623)
(99.15121061,-255.7416137)
(730.7204116,796.4112723)
(281.8211495,-299.9504093)
(906.5183084,-447.0663659)
(472.9655197,912.0596452)
(-715.1035272,83.18416499)
(42.05315751,-277.1148998)
(-685.1458695,-329.0335001)
(-783.8532942,188.1454278)
(-880.5913979,26.22450909)
(-406.3196015,-928.9032432)
(-174.9790121,585.696203)
(879.610635,-447.8865334)
(82.14475408,-203.9686551)
(921.132857,131.8498012)
(-992.1260345,621.0981668)
(952.6019928,-617.5054364)
(-948.7996765,-17.26541482)
(-272.4119908,335.6712774)
(-362.5815389,-862.9297988)
(453.6852701,-993.3146096)
(580.0534165,-798.5545412)
(333.41122,-461.6641514)
(-307.4348104,-706.2044236)
(-157.5194646,-16.65507293)
(-357.0162262,-929.3274695)
(315.3628955,-121.977964)
(-61.32838989,202.4027451)
(-580.4496841,359.3833625)
(409.6035167,-408.7577245)
(667.0134987,-419.9128755)
(-992.6577822,-748.7350987)
(907.0878223,-499.6905585)
(226.7704739,-35.86715021)
(18.02467634,-874.12318)
(-990.3419788,-638.5809806)
(37.77383876,500.0091683)
(-642.1350881,937.2773323)
(-171.1862236,-991.0219607)
(-160.3857553,-850.9432551)
(-537.8065143,369.3496975)
(342.8934252,-741.667615)
(-794.8970571,-84.13033475)
(-211.4820425,-515.7912383)
(-981.3317447,-775.6506075)
(-887.9598323,304.6928831)
(-641.4175216,-290.5511139)
(667.1445077,-844.880785)
(-242.160973,879.8097529)
(188.4879213,734.7259181)
(710.5905543,62.03686785)
(804.4578068,281.0419143)
(-262.755796,509.0056431)
(-489.654389,-400.8224727)
(970.7096361,718.0661526)
(-621.789145,534.1422531)
(579.3678809,-378.997308)
(976.4753133,-336.4543086)
(-455.6969671,553.6576908)
(380.6714779,628.6340276)
(-319.5719004,244.2621124)
(371.1699622,-705.8916509)
(817.3536262,649.692352)
(769.6847207,11.79204623)
(405.0762194,532.808619)
(817.6461851,290.7004058)
(-581.3800054,-190.4738582)
(-749.4306945,-171.7234)
(398.6429488,89.67523534)
(800.1062266,913.0995709)
(-714.4475214,-303.8115836)
(170.1376699,745.7537706)
(-497.6286375,559.332605)
(822.1769162,-730.1054367)
(-656.0718487,-961.9020256)
(-110.6538034,230.4900456)
(618.3075655,181.9419335)
(-818.0908204,-833.6930598)
(823.4823111,166.4235486)
(223.5602442,-214.4934752)
(-865.4792968,416.409705)
(90.49690163,-779.9725599)
(275.4285601,-135.4135623)
(105.6440115,-693.1997484)
(11.87549751,680.8637616)
(-796.9990274,-857.7262585)
(363.0006201,216.438876)
(-984.4265619,255.202704)
(-162.5725242,-511.5353053)
(815.3362753,-459.5058548)
(-57.62350975,873.6813017)
(960.9044169,-171.9383153)
(-595.2185852,-980.6813326)
(252.6866635,-394.6073446)
(-518.5117687,322.3474816)
(-395.0966773,514.9751643)
(997.2585,-38.35756557)
(-369.5959782,60.34034998)
(495.7343575,-302.914451)
(610.2640614,360.7902943)
(-279.654431,279.1766795)
(-999.7443614,-446.3685247)
(28.942192,769.1300674)
(-103.9976756,-524.9537088)
(-901.5690224,283.84668)
(847.6688285,-327.8905392)
(-62.87460425,-191.3826167)
(-478.0690405,-716.2739608)
(397.2271968,802.4414643)
(-25.07271654,-153.4575463)
(569.8951959,317.0720647)
(91.32676969,-475.0170333)
(-143.2809223,-701.0327094)
(-209.6032952,40.45408449)
(-421.8222914,-458.2480962)
(886.6096517,-318.9918908)
(-832.2479945,-993.8587468)
(193.5973977,-401.2954865)
(29.97242435,-682.4900082)
(120.724401,-420.3829584)
(-802.9615044,-923.7625983)
(333.4311504,-458.0752613)
(46.62608352,563.514201)
(-319.2426641,925.3757851)
(-137.9876973,-273.7162319)
(802.353093,720.7848438)
(411.8529788,507.356172)
(-300.394596,571.7099423)
(-585.5600722,-9.582448426)
(559.4005576,-225.1099207)
(-520.9023304,-799.3153113)
(-989.1851323,301.5894696)
(674.0896401,878.2787332)
(-625.6227609,703.9865266)
(617.171111,-612.006231)
(-481.9737366,-277.016466)
(-103.1018269,-498.5553205)
(49.26544504,857.8962368)
(835.3218828,-966.3323984)
(390.8297745,-284.1304273)
(143.2617322,323.479628)
(551.1342963,-948.65745)
(769.706943,789.9612098)
(-56.36534751,829.3955858)
(742.3520621,-603.5697833)
(-175.9580951,-976.2985833)
(482.0507591,101.7047412)
(464.0729939,-858.5063399)
(-399.4586417,-540.3313717)
(484.2583295,239.8253716)
(-643.0023952,-848.4333226)
(-146.1100671,59.49088137)
(-35.80721169,511.2840599)
(493.1597491,-341.6300537)
(599.5830603,488.6289628)
(765.3901982,-715.9278367)
(37.19413842,-435.3874256)
(647.6195138,-468.6662258)
(949.2958028,515.8980547)
(-977.8909011,-490.1970124)
(-24.41970456,639.5515103)
(855.351853,-944.8361798)
(-830.998383,-245.3678191)
(-845.5147449,-79.4026113)
(-964.1051537,183.5278084)
(266.3489584,498.8558344)
(-760.745052,-998.8728389)
(349.0672978,-733.0678583)
(-288.3977247,-67.98167028)
(355.5164253,383.9974457)
(224.1326437,-753.6799354)
(738.4981879,-493.7243676)
(-84.60389595,720.8302679)
(-859.2927449,-183.1819644)
(889.4051413,465.777076)
(676.0451012,643.5000877)
(134.009206,-515.6250478)
(97.87464806,-228.9385726)
(72.82210192,-882.57173)
(664.4312949,-635.3241295)
(-958.076024,327.3259032)
(574.8070521,808.3721425)
(-746.234843,-728.8138135)
(-803.6470035,-792.3786203)
(50.32049696,959.3746836)
(135.7554941,794.1143386)
(-409.3587444,-480.9214713)
(547.5038861,-977.285886)
(135.524904,57.81100727)
(-554.2020307,-370.6028853)
(900.5628633,-11.50585177)
(251.2370312,742.9598879)
(-462.7489285,479.5288453)
(915.7195646,-964.6109475)
(916.4040668,-58.78055109)
(228.0021678,-223.2120249)
(-487.1040337,-702.4470304)
(261.8002899,-379.064196)
(-189.7579331,494.5887633)
(592.6027381,-281.8841544)
(-484.0675879,415.6137503)
(469.0820504,-763.9177551)
(-20.65237787,968.7523503)
(-534.1417899,727.9928249)
(-442.3128849,363.4150444)
(430.4914678,-40.97232398)
(525.1152031,-397.7327931)
(177.2394171,348.2581128)
(-447.439719,-185.7672306)
(146.8260726,84.11403804)
(479.6999165,-263.7498464)
(386.125451,791.8876745)
(237.600579,459.8841131)
(-536.3965751,-724.6450965)
(854.7382627,-250.2423594)
(-671.8333445,-212.1618152)
(-608.3045607,-624.9971926)
(559.3875611,696.311114)
(-917.0145234,55.92371824)
(816.3929356,274.6270791)
(472.0077856,-300.8762336)
(860.6276728,900.7539647)
(-255.2162833,-318.7273659)
(-94.01432323,-926.3262284)
(170.1587785,-444.5468661)
(-887.9721805,805.314192)
(-214.0276444,642.4867216)
(555.7456974,-753.8084035)
(-256.0347314,171.4863449)
(410.3778561,-641.8300665)
(-606.7108358,-595.5207607)
(-529.9572249,-210.9884954)
(2.923048936,526.7292043)
(94.83187913,352.1101932)
(815.8552188,-769.0609508)
(319.245245,-530.6408957)
(-409.2447459,645.6027343)
(935.867622,315.3968405)
(429.3923521,147.6361039)
(550.6857775,-326.3843722)
(-231.2961771,-694.3818703)
(-184.7181021,-850.9457285)
(346.4180813,-96.09101105)
(470.605259,-781.3480611)
(-714.8949638,-279.192186)
(-388.7649597,-752.7701152)
(-239.2382437,870.3477227)
(249.4253667,-990.3302712)
(-795.8022719,920.5687986)
(-688.6657518,109.208433)
(970.5201934,-172.5578375)
(-11.95366964,48.25921968)
(-261.3443419,287.7610474)
(518.3387947,-789.6319378)
(-993.9764101,-665.2907493)
(15.73185492,-335.9990326)
(476.7220814,-207.237848)
(366.6818071,-945.2005348)
(-562.2401845,-895.3491634)
(-907.8329341,283.1457056)
(352.721633,-164.8565718)
(145.4125583,-512.7964726)
(-558.6892034,-17.03956843)
(-505.7940277,-998.1898677)
(326.9065732,688.142621)
(344.4966954,479.4694038)
(335.821879,-899.2915925)
(541.8418617,-555.1164287)
(257.7302033,767.7531509)
(76.62936291,712.3791899)
(-68.87872924,544.8963005)
(-470.2522294,-838.2508029)
(731.9590305,-224.9697926)
(-501.1814074,429.8893787)
(-876.0370827,696.6789552)
(-67.45073862,196.9270261)
(484.6837235,15.49315033)
(10.28472744,-251.6873123)
(149.1203159,-883.8277547)
(-361.9774714,804.3727689)
(-818.5193013,-825.8401032)
(-746.2835929,897.7257496)
(795.5608838,-681.2590574)
(-347.6555544,864.5211674)
(-949.6505903,-263.3065393)
(126.2848084,-19.18786061)
(-368.7538028,626.7506302)
(427.0512895,-482.4469843)
(-597.5546313,-304.1100136)
(-930.1021941,393.7212033)
(478.1159628,-517.9798912)
(-880.3148527,-854.0742506)
(-36.26828801,-63.55187161)
(-652.092955,320.7418723)
(305.1708226,630.1307482)
(-877.1364815,653.8385184)
(54.49969866,30.42837908)
(-834.0963535,-703.6481854)
(543.7959009,410.0763033)
(-975.2678096,-381.8011593)
(-75.01857626,-366.4446059)
(864.4084404,980.3970912)
(-152.5855663,-229.7244581)
(212.7719559,-836.8228767)
(475.5885883,-52.59051047)
(-759.0024489,-858.6351301)
(-608.0978841,-94.53395028)
(-86.25280979,-704.5274067)
(-918.3825946,-649.2901771)
(-350.9785334,699.3534574)
(778.5635842,153.2498935)
(988.7820366,8.568264968)
(-414.9869224,-640.8212613)
(-493.842634,-776.3528805)
(-431.3770133,641.8554184)
(774.7711278,-642.0970718)
(-80.85184673,-38.09377904)
(770.2535229,-758.8297741)
(796.5378048,676.2654016)
(114.3195788,632.5934684)
(-358.1383179,-825.9475962)
(-254.8872512,655.9838443)
(131.8909463,-520.1945416)
(-344.0138992,8.998862003)
(976.1088496,-531.2563137)
(50.28043824,-741.9379443)
(-482.1766239,-224.370427)
(327.4203177,391.8882144)
(167.9491113,469.1315968)
(480.3021705,-571.0555973)
(-34.70513525,-424.5978834)
(-62.12861498,-76.44572018)
(176.9729419,970.6817972)
(711.6943061,123.7664116)
(512.9716969,-546.6357926)
(-544.7837996,-250.5019259)
(327.7292357,660.0312356)
(543.7223531,557.2962535)
(-739.8066451,87.23796062)
(397.4332538,-384.9073638)
(-286.3410442,106.8424508)
(-231.6641351,581.6150242)
(-430.4222861,-822.8435753)
(-312.8863151,525.4124142)
(-290.1701211,-102.9527203)
(-228.1293997,603.5730488)
(-286.5827806,-757.6432409)
(519.0530717,659.7998012)
(8.646037653,-492.5745202)
(-843.9781811,-99.61097619)
(-19.95975145,-62.12055671)
(-861.0067447,-399.4531351)
(-296.684688,-252.0105726)
(-598.2200823,-86.89653861)
(660.1734341,277.0647305)
(654.342597,582.6443788)
(-274.9915931,-767.7022173)
(-36.73415362,744.7795426)
(-395.0596462,387.0756926)
(-189.5649793,754.6290233)
(-503.0663713,-322.3180726)
(-324.4547058,-350.9202219)
(-636.5211011,904.3702333)
(-827.4242725,-589.6237233)
(-382.3765366,-89.38368967)
(850.5016781,-639.7452163)
(473.6597145,-128.1028083)
(-452.5313694,331.0061763)
(120.741591,-747.2570469)
(-512.4685047,-918.8564635)
(551.3475146,-55.77391166)
(-27.51161471,716.9482843)
(-750.7139833,-557.8269364)
(-122.7293914,-371.9993432)
(-677.5828781,18.7429473)
(515.711809,859.4210905)
(105.2970663,417.2737141)
(353.2130938,435.4965678)
(163.595053,-590.0442564)
(-311.5132321,-129.4029417)
(402.3262239,154.3272487)
(564.6291758,-3.293672058)
(-207.8663224,-289.8081696)
(632.744838,252.1879653)
(-478.9865667,689.6282052)
(-345.2663533,-928.5506677)
(947.5175121,-339.2246296)
(596.4554531,858.9027068)
(-492.3849633,745.2732885)
(-146.869302,-483.9679694)
(-242.269219,-967.9091123)
(225.5344803,662.6417942)
(906.0417145,-194.8260848)
(731.6379505,963.500716)
(-310.1510421,573.4204974)
(738.6677006,307.5853654)
(-740.6934688,555.8123173)
(144.3379939,-927.0802083)
(-84.98710976,-509.9524672)
(619.0476985,-61.46845288)
(-961.8151968,393.2026308)
(-388.6399605,481.7141758)
(600.6381004,868.2682532)
(-838.3267514,-469.1095914)
(857.9319591,-16.2732506)
(-818.998701,371.2212951)
(75.79220979,-83.43718335)
(-697.5321329,-698.6495127)
(414.9738213,893.8166929)
(-704.4493097,78.69790408)
(-522.8296948,257.5650883)
(930.3664533,812.5036817)
(535.1783318,560.9089466)
(-400.1188624,506.9712255)
(-644.7376151,316.9847992)
(-381.804678,-293.2499497)
(-519.5346569,731.6593435)
(-703.9299786,386.1131877)
(691.9528617,88.6940929)
(-824.1917112,438.8928985)
(-65.64046491,414.323263)
(476.1679883,-575.7295085)
(-639.9187793,489.7066804)
(-100.0151117,-706.2632866)
(-630.2416586,-310.4326359)
(-131.3934049,500.8008434)
(-21.60555324,-294.523213)
(-126.4728884,-204.5740513)
(-520.769817,-739.7650941)
(-169.5679666,-112.1548826)
(826.5698349,-994.4776741)
(-100.4534603,480.5181624)
(-138.7722429,-29.56795496)
(359.4247115,-416.2928163)
(196.0137907,859.1002273)
(953.933199,-177.3997644)
(102.8679197,-390.8251615)
(-547.3403831,394.0771997)
(-157.5892553,488.7765904)
(914.4949711,-505.5586088)
(339.0635544,380.4461728)
(-551.4009815,931.0477716)
(-977.7154789,109.2918188)
(395.1574246,845.9721405)
(200.8581212,-990.8944793)
(493.604326,-383.8528605)
(568.5257735,86.47723412)
(703.0849262,-105.5820124)
(551.4489312,307.1485347)
(-354.3559748,-876.4921715)
(-899.3878081,674.1519751)
(404.9694048,-131.0234127)
(-505.0040665,62.32956265)
(-675.8466084,355.564534)
(90.56232171,-163.2805485)
(822.6987724,-201.509318)
(-445.4570033,371.7111428)
(-301.0353696,-842.1843017)
(-263.6395485,195.6786178)
(109.4797793,-400.7436785)
(256.0094701,72.12963058)
(19.31443811,-258.0891213)
(747.210906,186.8482394)
(793.5216334,555.4417973)
(-79.10832329,-825.2574786)
(-333.5878691,-34.90626266)
(-908.1327084,586.0960197)
(25.03714966,-193.1827116)
(248.4533852,-849.4780016)
(654.6520222,-17.92485544)
(557.8533955,-465.8507573)
(-317.0435261,-791.2743381)
(279.5589804,175.9019008)
(-840.8299371,-374.5835502)
(-841.4709574,-520.466454)
(-77.90839353,-406.7925853)
(-969.5385428,-120.6727289)
(424.7636902,-590.1447065)
(841.6625517,-374.4811338)
(109.5222902,-776.8784671)
(448.6293174,461.7063645)
(321.6734453,-60.97249168)
(588.1453656,780.9913813)
(-334.1791693,371.8688626)
(-208.9259432,-514.0581714)
(81.67146495,-403.4316106)
(937.3383226,179.9076194)
(-709.5259499,456.4667663)
(-912.8049211,44.35851699)
(320.0717216,5.943527143)
(-48.27441055,-876.1377322)
(96.64839101,-718.7754642)
(990.1851586,903.9665053)
(-962.7347691,371.0017702)
(677.2752193,-583.4071075)
(-278.6836577,-838.7295128)
(-3.304965804,287.6062038)
(670.8070777,356.8631703)
(828.2211333,-727.1817237)
(-961.3394919,-434.2561227)
(312.48949,179.4444165)
(326.1264598,-256.2434744)
(-718.6933514,-192.4736548)
(-459.4997412,715.2133326)
(-90.69816743,-74.67773672)
(-653.8316075,225.1666403)
(337.1883378,690.5471309)
(367.4199167,-726.7290894)
(-124.9167032,-673.0200611)
(-701.5994019,-300.1410918)
(806.3550961,-604.6575938)
(369.6838058,295.7097079)
(187.7885374,-640.1536444)
(-487.4040147,-840.8835596)
(214.7820377,-14.01160473)
(669.7044987,41.82257342)
(-315.017689,-52.08874772)
(804.8200092,793.0691293)
(984.503593,434.6425863)
(-532.2580467,166.3981656)
(-968.4335155,844.845657)
(176.6158421,250.2112434)
(529.3426729,-461.5125238)
(-435.2228883,709.8224387)
(494.8845222,-829.052073)
(-213.4390615,-937.9344917)
(763.1640515,15.05466276)
(484.5530526,-273.9747194)
(190.8110259,-520.2000827)
(362.0560216,313.2035082)
(374.3583752,-714.1962564)
(-172.6710172,762.2167274)
(433.033175,130.7855042)
(-596.2250094,963.2710922)
(964.7105913,45.71542716)
(970.6759605,188.1225494)
(17.35470999,773.2061768)
(523.8339402,481.7413605)
(598.0456359,-540.7121018)
(-227.6608601,-788.169154)
(-399.0832697,136.1712891)
(-464.6005632,3.830199974)
(-623.2573175,550.1538863)
(-442.8352568,-357.8837229)
(823.2934566,-132.9640555)
(-156.7283905,-132.5060072)
(-886.024016,861.3274458)
(-8.330977607,784.6007837)
(-216.3223499,-286.8503156)
(50.27617066,-277.4131356)
(723.5395772,488.2386285)
(358.7043563,-898.3088142)
(-507.6509703,462.8974791)
(-425.7026673,-124.5388876)
(-858.3744787,744.6363358)
(-272.9026021,335.7184543)
(775.6072409,508.7723853)
(163.836442,701.1984345)
(53.25543649,234.4792943)
(4.332120507,-419.5858595)
(-122.0765977,359.3982799)
(801.2805345,37.19824966)
(-684.9215325,906.8761108)
(-126.5174523,995.4743415)
(58.38779042,942.4656141)
(-145.6897219,-757.2079446)
(-811.6931092,408.534036)
(-490.3968243,-529.0562518)
(10.73253245,203.6359186)
(42.48615359,-847.4612567)
(-471.5876648,-236.2471751)
(-381.285091,-822.1693545)
(833.9462477,-816.8507871)
(340.0558388,734.5748382)
(-867.2634581,-223.4922248)
(-558.9071586,-205.8811258)
(120.9626717,997.0047511)
(-204.9231891,-607.380132)
(-812.7093783,932.6788808)
(-772.8085563,-39.24967945)
(481.9518388,-585.0551962)
(456.6329527,538.3665324)
(615.2329293,-981.1896101)
(672.2598737,-434.6329643)
(36.18515807,516.3710163)
(-661.9038024,796.9215106)
(-700.9523553,661.4120206)
(693.3429354,-741.4024529)
(-838.1350887,-841.4515376)
(876.8968471,-616.0771049)
(-335.5115106,-413.5847514)
(978.0313697,-248.685378)
(255.686043,899.7021394)
(-92.30511965,33.65707121)
(-334.4296633,311.2204158)
(873.277541,-800.6742562)
(-193.7625135,-155.1963081)
(-694.355334,876.4385468)
(980.4381304,521.2566598)
(695.1596204,-200.095712)
(351.3651706,650.731352)
(785.4563183,-349.2418966)
(210.2116187,665.2278457)
(-163.4567069,-678.2744632)
(203.3526402,-742.6745699)
(-170.9325684,46.87015181)
(-116.5835319,284.3808106)
(540.3618837,173.6781245)
(-47.44843823,548.8797508)
(112.4303834,509.8739189)
(-940.2164817,660.1182268)
(-465.1094858,-456.8199933)
(-357.9571356,-496.7202571)
(-659.4322174,398.8411679)
(-857.2394171,-905.5024271)
(-879.0662631,451.474105)
(-597.2004495,556.8985258)
(131.6074294,421.3952467)
(-266.61251,-515.6323728)
(-779.9771481,-661.8241477)
(-916.215123,312.2871269)
(-207.1201099,905.0135712)
(-394.8036872,-533.5789819)
(608.2814128,-536.0728944)
(966.4031715,885.8408484)
(698.398424,599.6199174)
(-437.8143364,376.1438733)
(-897.8560715,-89.27978831)
(-536.7769731,-590.6474424)
(-386.5284022,485.7946022)
(789.5195197,-423.8759608)
(852.2564198,-847.7797897)
(-604.3948089,689.40566)
(-447.037314,-951.8451327)
(-302.2436104,-610.6528879)
(897.73775,712.1279652)
(945.3797786,488.7041797)
(475.6301326,-264.686045)
(692.7725947,381.5487049)
(-656.3793592,83.72504486)
(792.8135854,-851.5302653)
(-288.4490344,-416.3467876)
(-50.63961853,-260.3761972)
(729.5563609,375.6371131)
(-768.7916082,678.2824342)
(177.4955048,573.2112132)
(-628.0347422,-103.5457829)
(1.932987873,-921.4003269)
(-409.0416544,48.33143341)
(195.0877487,-719.3062632)
(-641.5122195,-12.22093692)
(630.668045,98.08704109)
(-316.591529,-147.706908)
(636.7407555,643.1224396)
(-239.8247844,701.8534298)
(-816.5033871,-853.7694291)
(-591.9237673,234.1299571)
(133.4259277,-857.9003353)
(561.7691606,342.7723987)
(221.8541119,936.5300921)
(-156.5392307,282.1442701)
(585.3011287,499.4990464)
(-620.761714,684.7615855)
(158.2635614,307.0115643)
(952.0421544,881.8866189)
(451.0644518,-993.5768847)
(-657.366249,-878.452672)
(-605.0165126,-302.8074481)
(535.3650858,-763.1883109)
(268.6201007,925.9841646)
(-856.0589686,-997.9639201)
(-392.9583639,-54.83992422)
(461.0254178,164.4717406)
(-72.52408336,382.2080735)
(69.30643155,-596.1150499)
(111.6087765,-326.7462095)
(-941.3091953,389.0884818)
(485.1096501,-287.2224497)
(842.5356342,-205.8020888)
(-690.9017105,625.0252842)
(-295.4998044,-852.4358496)
(-712.9885129,129.8390453)
(399.922804,-550.2392663)
(543.9652256,946.8011857)
(53.38325545,133.5432373)
(-992.9838625,168.7768873)
(-469.9867875,281.1302948)
(-8.071241563,-669.7504586)
(915.6633009,-764.6041435)
(-996.1426184,276.6127571)
(684.4213786,-633.0771769)
(-308.3963442,-586.5590935)
(-989.0134315,-966.5546869)
(693.7475955,-262.3515463)
(383.6818619,716.4157603)
(682.2698067,-508.8916885)
(-246.8868249,159.6401176)
(-669.3606703,487.5458629)
(-143.1484453,210.1350302)
(232.7693457,42.33530944)
(733.1843037,-438.6975614)
(693.6661421,-822.9389947)
(589.5466879,-474.8608356)
(388.771552,154.02522)
(-215.6340386,-108.3138127)
(883.3272095,665.0306598)
(-295.4037222,-226.1891391)
(787.6785411,-800.1394102)
(303.3954998,412.8381493)
(178.6860596,-432.8203828)
(914.3251976,486.5515332)
(120.2939117,208.8924077)
(-293.0015055,53.86242599)
(-434.450654,296.1882399)
(865.3303686,-829.7251214)
(432.8678677,-73.14532455)
(565.5379163,512.0514947)
(-433.074856,878.801369)
(68.26145065,653.2689487)
(297.8646495,-854.4552289)
(-339.0730273,-997.2138176)
(-817.8463913,516.7531094)
(-680.4540825,-298.226975)
(-186.4661412,895.9878526)
(-251.6606578,-352.0459399)
(1.084548164,-373.3998797)
(776.8765773,-532.5260584)
(-775.4535244,192.3890617)
(126.0712865,873.1774045)
(-555.7245978,-423.9174466)
(-9.136838164,-705.3433202)
(658.6201281,-930.6031137)
(44.72443221,81.68985301)
(-8.291099466,206.1113898)
(542.4618243,973.4751332)
(-451.704389,397.4053126)
(-136.1610872,765.3523594)
(-124.4386426,-275.2767671)
(470.6849829,746.7790666)
(614.780957,66.89692271)
(446.5932947,623.2229055)
(-204.7395278,-270.5857979)
(488.9970553,-407.4337842)
(-607.9553768,-369.5984121)
(-456.3839187,782.9676455)
(482.832247,906.5621937)
(647.2422,585.1450514)
(-404.2739725,-72.95519807)
(493.2189419,823.4608055)
(-967.644398,186.6421211)
(-619.9290691,318.0675712)
(-762.3454453,-721.673874)
(-817.1172329,-93.85117053)
(-848.8219906,815.4346513)
(-32.55940608,-632.5796014)
(-629.4239514,480.8486313)
(601.0161964,264.8624952)
(-698.4114,658.2660755)
(-180.5433018,-107.7973403)
(162.0455259,-97.21715463)
(668.9931578,495.3402031)
(998.5117212,862.5733984)
(-760.834804,487.5224204)
(580.1094889,-524.6226213)
(-975.9204069,-733.0962917)
(603.0353873,687.5671441)
(-768.3386799,739.6387491)
(139.6986347,580.7519668)
(-652.0322834,-207.2469377)
(-988.5489954,-553.5547393)
(789.1650945,-771.4158384)
(561.4586627,653.9221674)
(-864.2045166,211.0677375)
(-634.9516747,874.8704704)
(-722.8850666,-682.0964907)
(-300.5800857,-231.8267335)
(547.3005183,-104.4789742)
(913.9370292,26.64301703)
(-676.9771548,293.0722213)
(-14.90438975,-323.7416006)
(127.5176758,-76.83116295)
(-261.6996151,-785.2144934)
(-528.0590945,-188.9707105)
(939.0584326,-391.552077)
(-481.2235324,402.7058225)
(-72.9223671,-411.0970172)
(-91.19206595,231.1221831)
(682.7613195,-568.8511891)
(-181.9710656,493.9358476)
(914.6524329,-17.24756587)
(838.4606421,823.0889301)
(-432.766741,-821.4905801)
(805.4557063,-49.95114681)
(376.4887884,-714.0861613)
(-713.9173638,160.8146093)
(840.349426,-301.2548059)
(92.27636649,61.72930097)
(879.1457711,-920.3922993)
(-646.4356165,-330.5061609)
(773.8061935,279.0756534)
(-353.5656083,-127.8887132)
(-762.5215892,-191.9608254)
(-581.5398487,946.5540361)
(-226.0437266,648.592401)
(-788.9226252,265.1623463)
(-299.3898641,158.6184053)
(443.5033617,-911.7656898)
(-272.4543883,813.3698546)
(-243.3405361,-113.36106)
(-337.3302022,643.2544604)
(745.1674169,-63.06205407)
(-227.7427878,138.8127597)
(342.8771747,-463.580468)
(81.70112478,500.6504715)
(-916.0991644,869.3569392)
(446.993569,728.5938983)
(541.1152587,589.2044532)
(-422.3822914,-485.5296658)
(-399.7753454,-621.8770445)
(676.8068975,-462.2393533)
(-258.3794904,535.5106682)
(143.0243723,691.9112056)
(855.1720904,-327.9680545)
(-681.3127206,-358.9786049)
(-436.0071209,-623.4181213)
(295.0526785,-866.1186232)
(-74.65727016,312.3822772)
(364.2406681,699.4554119)
(-279.0510531,881.5366095)
(668.4967076,276.757662)
(-990.5910031,300.5305213)
(-133.3672617,-829.0591347)
(-450.0019295,693.1590156)
(-637.2822271,211.1521751)
(-469.1534293,-3.6398969)
(-729.0383244,865.9844935)
(611.0607595,-967.6618781)
(341.6911823,319.1118202)
(-315.5460268,-534.0041688)
(-5.806726595,260.3433435)
(55.32280442,-619.3308558)
(489.0739559,344.0616643)
(-195.2671854,-530.0000021)
(105.4826201,633.3122011)
(-555.2918457,87.04569815)
(130.8858799,-45.08008149)
(601.2967718,-104.7514522)
(709.2746926,938.0294057)
(-866.6862774,-815.9663755)
(-229.2497377,150.7664231)
(363.0521353,281.3599218)
(422.3715271,282.5249339)
(-162.5497187,-926.9065167)
(98.31811805,-465.3457098)
(493.4399917,-660.1906566)
(117.0794124,690.4307694)
(964.0921913,93.77055381)
(-807.8032315,-736.4086953)
(-135.747215,-166.4884172)
(-4.664307375,-840.4446419)
(-313.8920457,-433.5004942)
(-604.0336865,474.6599776)
(-235.0390576,-560.4265096)
(378.9899967,576.3111173)
(-422.622309,222.9746347)
(-292.6887816,554.1294268)
(71.68914797,-186.1148434)
(-566.3082464,-94.79181872)
(559.441334,672.7694882)
(885.6457594,-971.8657231)
(-564.3482727,-802.426203)
(-416.2307348,247.6958195)
(-44.31855994,446.8133548)
(94.68483984,435.1913513)
(8.107809353,398.9154435)
(670.2647093,-317.254958)
(-185.7628796,-661.5635238)
(997.863503,-157.1477428)
(507.5674018,-243.0255548)
(-11.87965293,-820.5729714)
(-713.8988104,933.7354691)
(876.3598637,220.825905)
(-295.2545979,760.7351623)
(487.3164266,-665.9204382)
(-689.4701283,-626.3206479)
(824.2983531,322.2242526)
(-517.6055998,-647.063718)
(712.1547296,16.2227148)
(355.883479,-369.0615014)
(-610.1276417,-519.0116317)
(-725.7178524,-396.4096311)
(980.932575,-10.51364457)
(-533.7249377,-138.6357634)
(-850.1382994,504.6875354)
(-487.8235906,-870.5110653)
(930.1629433,274.0097783)
(773.9156726,971.9821077)
(49.99808921,110.3786983)
(220.4598401,-857.2107351)
(-987.9748268,-848.8780885)
(-851.1189269,860.687043)
(-97.84973388,-401.4092573)
(609.0845883,790.2389598)
(30.36929561,562.6593863)
(-829.4353842,576.5657877)
(-225.6309502,68.76869561)
(-428.2381456,-931.8995395)
(991.4098214,852.4189177)
(-248.5573038,644.3899697)
(-592.9950607,-130.21131)
(966.3880827,420.2948369)
(236.4546437,-82.83544616)
(461.3210129,-712.2712969)
(-961.1977021,564.8420085)
(353.7882841,-698.0648363)
