x , y , z
1.661166116612e+00 , 8.071380219354e-01 , -5.274565345565e-01
1.662166216622e+00 , 1.112738561554e+00 , -1.051049315280e+00
1.663166316632e+00 , 1.667482955267e+00 , -9.152443717764e-01
1.664166416642e+00 , 1.529310396418e+00 , -7.448196592623e-01
1.665166516652e+00 , 1.264671975943e+00 , -6.280872406649e-01
1.666166616662e+00 , 1.174519962268e+00 , -8.891337488127e-01
1.667166716672e+00 , 1.618715588637e+00 , -1.043308614743e+00
1.668166816682e+00 , 1.813893338919e+00 , -9.572502867215e-01
1.669166916692e+00 , 1.295189507117e+00 , -6.681940056083e-01
1.670167016702e+00 , 1.224240143900e+00 , -8.749920202848e-01
1.671167116712e+00 , 1.376293443038e+00 , -7.711913444495e-01
1.672167216722e+00 , 1.082405201836e+00 , -5.963225187392e-01
1.673167316732e+00 , 1.843208617144e+00 , -7.030089562253e-01
1.674167416742e+00 , 1.092797867290e+00 , -9.287958467262e-01
1.675167516752e+00 , 1.571379178354e+00 , -1.061661680668e+00
1.676167616762e+00 , 1.204765013394e+00 , -1.049055494736e+00
1.677167716772e+00 , 1.143457552068e+00 , -9.964465046663e-01
1.678167816782e+00 , 9.761475627087e-01 , -7.424335229919e-01
1.679167916792e+00 , 5.602662125590e-01 , -1.089996894243e+00
1.680168016802e+00 , 1.329163553593e+00 , -6.726101445513e-01
1.681168116812e+00 , 1.773309809526e+00 , -1.298455326606e+00
1.682168216822e+00 , 1.238986063159e+00 , -8.435800620418e-01
1.683168316832e+00 , 9.253245916169e-01 , -8.189496528753e-01
1.684168416842e+00 , 8.329919381232e-01 , -1.094097236436e+00
1.685168516852e+00 , 1.187505522074e+00 , -1.318078706431e+00
1.686168616862e+00 , 9.182430837465e-01 , -1.147030655635e+00
1.687168716872e+00 , 1.652812377369e+00 , -8.060519465591e-01
1.688168816882e+00 , 1.090463152044e+00 , -9.626354809399e-01
1.689168916892e+00 , 9.663518214357e-01 , -1.103753525097e+00
1.690169016902e+00 , 1.688417858737e+00 , -7.204566755537e-01
1.691169116912e+00 , 1.374354739329e+00 , -7.743468798438e-01
1.692169216922e+00 , 1.156642102487e+00 , -7.260663636542e-01
1.693169316932e+00 , 1.362362222454e+00 , -9.168514630040e-01
1.694169416942e+00 , 1.041318006510e+00 , -6.886049031728e-01
1.695169516952e+00 , 1.172962971424e+00 , -1.025748862413e+00
1.696169616962e+00 , 1.605936113013e+00 , -8.724836560459e-01
1.697169716972e+00 , 1.521530815628e+00 , -8.990072224815e-01
1.698169816982e+00 , 1.389787167219e+00 , -1.215226838284e+00
1.699169916992e+00 , 8.541860760889e-01 , -6.029314101689e-01
1.700170017002e+00 , 1.223328396301e+00 , -1.015101636821e+00
1.701170117012e+00 , 1.346768802373e+00 , -7.680449271949e-01
1.702170217022e+00 , 1.487821559090e+00 , -8.177702302045e-01
1.703170317032e+00 , 1.693647495200e+00 , -8.151333663713e-01
1.704170417042e+00 , 1.414347339987e+00 , -7.675241861363e-01
1.705170517052e+00 , 1.110749527085e+00 , -8.769887325071e-01
1.706170617062e+00 , 1.442748615488e+00 , -9.564419997499e-01
1.707170717072e+00 , 9.310439302963e-01 , -8.348334200582e-01
1.708170817082e+00 , 1.597988210439e+00 , -7.997833271579e-01
1.709170917092e+00 , 7.256055056449e-01 , -1.034085008381e+00
1.710171017102e+00 , 1.238505731797e+00 , -1.117952430456e+00
1.711171117112e+00 , 7.024602740901e-01 , -9.601363581192e-01
1.712171217122e+00 , 9.641057277623e-01 , -7.501605377711e-01
1.713171317132e+00 , 1.606036953421e+00 , -1.066012311422e+00
1.714171417142e+00 , 1.405090307914e+00 , -8.439789252822e-01
1.715171517152e+00 , 1.387322959257e+00 , -8.850801588067e-01
1.716171617162e+00 , 9.809659047201e-01 , -8.412756379662e-01
1.717171717172e+00 , 1.509646167117e+00 , -8.078415499868e-01
1.718171817182e+00 , 1.152404063011e+00 , -7.931326935053e-01
1.719171917192e+00 , 1.189459901513e+00 , -7.626015393511e-01
1.720172017202e+00 , 8.350119588684e-01 , -7.927402079957e-01
1.721172117212e+00 , 1.269666052978e+00 , -1.208841051604e+00
1.722172217222e+00 , 1.804595127122e+00 , -7.228382385862e-01
1.723172317232e+00 , 1.556431491091e+00 , -9.862483921690e-01
1.724172417242e+00 , 6.693935447925e-01 , -1.268349899096e+00
1.725172517252e+00 , 1.540927585957e+00 , -7.169797065096e-01
1.726172617262e+00 , 1.081899494620e+00 , -1.086573546906e+00
1.727172717272e+00 , 1.388536227976e+00 , -1.078204590395e+00
1.728172817282e+00 , 1.520137301547e+00 , -1.081143751879e+00
1.729172917292e+00 , 1.461641529196e+00 , -1.189568467872e+00
1.730173017302e+00 , 1.155784411414e+00 , -6.441461714959e-01
1.731173117312e+00 , 1.078705832424e+00 , -8.312345118912e-01
1.732173217322e+00 , 9.182453992412e-01 , -9.330380216930e-01
1.733173317332e+00 , 1.782194750672e+00 , -1.184809276631e+00
1.734173417342e+00 , 1.362566193008e+00 , -1.206484573051e+00
1.735173517352e+00 , 1.202853898776e+00 , -7.916623674491e-01
1.736173617362e+00 , 5.366150374610e-01 , -9.434280959491e-01
1.737173717372e+00 , 1.335688714924e+00 , -8.228983751079e-01
1.738173817382e+00 , 9.064732855189e-01 , -9.564169392947e-01
1.739173917392e+00 , 1.515058290458e+00 , -1.074535686649e+00
1.740174017402e+00 , 8.732773079824e-01 , -5.646410268225e-01
1.741174117412e+00 , 1.033963516774e+00 , -9.939335541561e-01
1.742174217422e+00 , 1.299399621140e+00 , -7.963060793051e-01
1.743174317432e+00 , 1.350237628791e+00 , -9.158442875565e-01
1.744174417442e+00 , 1.155060733014e+00 , -7.761473508229e-01
1.745174517452e+00 , 8.899096900504e-01 , -6.531443224173e-01
1.746174617462e+00 , 1.067652509551e+00 , -8.951091843740e-01
1.747174717472e+00 , 1.737177763548e+00 , -1.336567307120e+00
1.748174817482e+00 , 1.798675609209e+00 , -9.913151904641e-01
1.749174917492e+00 , 1.823635853986e+00 , -9.541468848308e-01
1.750175017502e+00 , 1.093364698903e+00 , -1.007742270402e+00
1.751175117512e+00 , 1.279968021797e+00 , -1.035497775480e+00
1.752175217522e+00 , 1.327352373643e+00 , -1.014927772022e+00
1.753175317532e+00 , 1.155219239691e+00 , -9.830702412954e-01
1.754175417542e+00 , 5.400092848740e-01 , -1.066228773375e+00
1.755175517552e+00 , 1.087348348173e+00 , -8.878279059511e-01
1.756175617562e+00 , 1.277596438782e+00 , -7.504900039329e-01
1.757175717572e+00 , 8.915071868580e-01 , -1.297122140151e+00
1.758175817582e+00 , 1.320542135048e+00 , -8.727984530619e-01
1.759175917592e+00 , 1.472493261186e+00 , -1.349972593624e+00
1.760176017602e+00 , 1.094742682499e+00 , -8.113575071909e-01
1.761176117612e+00 , 1.322629589611e+00 , -7.157010461230e-01
1.762176217622e+00 , 1.607921822699e+00 , -1.152626301050e+00
1.763176317632e+00 , 1.459273827662e+00 , -8.023518718450e-01
1.764176417642e+00 , 1.600260475064e+00 , -1.089025958968e+00
1.765176517652e+00 , 9.441652069011e-01 , -8.870026571783e-01
1.766176617662e+00 , 1.364149239684e+00 , -9.144700149076e-01
1.767176717672e+00 , 1.216750922270e+00 , -1.280940314664e+00
1.768176817682e+00 , 9.380600009088e-01 , -8.294664882952e-01
1.769176917692e+00 , 8.344819719565e-01 , -1.300461336076e+00
1.770177017702e+00 , 1.372002584724e+00 , -1.348307869120e+00
1.771177117712e+00 , 1.270227269293e+00 , -9.669638320569e-01
1.772177217722e+00 , 1.049578195449e+00 , -9.248514637863e-01
1.773177317732e+00 , 5.716555669947e-01 , -7.371283648456e-01
1.774177417742e+00 , 1.704703509318e+00 , -1.004874720707e+00
1.775177517752e+00 , 1.458538621890e+00 , -9.595604135081e-01
1.776177617762e+00 , 1.090345669554e+00 , -1.142327537417e+00
1.777177717772e+00 , 1.055589802978e+00 , -7.365474302927e-01
1.778177817782e+00 , 1.282535544379e+00 , -9.672413326835e-01
1.779177917792e+00 , 1.435824312953e+00 , -9.461255972829e-01
1.780178017802e+00 , 1.287555021649e+00 , -1.194005561338e+00
1.781178117812e+00 , 1.503899880079e+00 , -1.091467627519e+00
1.782178217822e+00 , 1.684269699088e+00 , -1.023421126888e+00
1.783178317832e+00 , 1.599696359711e+00 , -1.130927279378e+00
1.784178417842e+00 , 1.618290771537e+00 , -1.064011127495e+00
1.785178517852e+00 , 1.163375633653e+00 , -8.266789624515e-01
1.786178617862e+00 , 1.026513270433e+00 , -1.395659872803e+00
1.787178717872e+00 , 1.552019476916e+00 , -1.010304586573e+00
1.788178817882e+00 , 1.227848983602e+00 , -6.963602600015e-01
1.789178917892e+00 , 4.850607263897e-01 , -7.787750526923e-01
1.790179017902e+00 , 9.763957743192e-01 , -1.189457895538e+00
1.791179117912e+00 , 1.102888084565e+00 , -1.019897736976e+00
1.792179217922e+00 , 1.010000118040e+00 , -9.256979432583e-01
1.793179317932e+00 , 1.741976650012e+00 , -1.090674048078e+00
1.794179417942e+00 , 9.838639418291e-01 , -9.275129396590e-01
1.795179517952e+00 , 1.238523398146e+00 , -1.156592417401e+00
1.796179617962e+00 , 1.491586553045e+00 , -1.028036158071e+00
1.797179717972e+00 , 1.569333212582e+00 , -1.236573490645e+00
1.798179817982e+00 , 1.382966967704e+00 , -7.816461246483e-01
1.799179917992e+00 , 8.360218801339e-01 , -7.419278462670e-01
1.800180018002e+00 , 1.160709645978e+00 , -1.125214933398e+00
1.801180118012e+00 , 1.076229809786e+00 , -1.024831467586e+00
1.802180218022e+00 , 1.735836063673e+00 , -1.055881208975e+00
1.803180318032e+00 , 1.257924337410e+00 , -8.984881041508e-01
1.804180418042e+00 , 1.093712837974e+00 , -8.777419885191e-01
1.805180518052e+00 , 1.300465223692e+00 , -7.231286280286e-01
1.806180618062e+00 , 1.250855966767e+00 , -1.174910649021e+00
1.807180718072e+00 , 1.532277753804e+00 , -7.647811609485e-01
1.808180818082e+00 , 1.795759054424e+00 , -9.954230224281e-01
1.809180918092e+00 , 1.218861254414e+00 , -9.090707586498e-01
1.810181018102e+00 , 1.194928143168e+00 , -1.039971255176e+00
1.811181118112e+00 , 1.348131706722e+00 , -8.094943156364e-01
1.812181218122e+00 , 1.049235316336e+00 , -1.066407733753e+00
1.813181318132e+00 , 1.579661307791e+00 , -1.027616178357e+00
1.814181418142e+00 , 1.100863318316e+00 , -7.657355528868e-01
1.815181518152e+00 , 1.484523387229e+00 , -1.174924127266e+00
1.816181618162e+00 , 1.457250154225e+00 , -9.695777877525e-01
1.817181718172e+00 , 1.104043894317e+00 , -9.137608374542e-01
1.818181818182e+00 , 1.513824891204e+00 , -6.941564013739e-01
1.819181918192e+00 , 1.416679298421e+00 , -8.967951838013e-01
1.820182018202e+00 , 1.760214573937e+00 , -1.262207221676e+00
1.821182118212e+00 , 1.400015284899e+00 , -1.106595665431e+00
1.822182218222e+00 , 1.257685365576e+00 , -9.443861728524e-01
1.823182318232e+00 , 1.645177927114e+00 , -7.300415977532e-01
1.824182418242e+00 , 1.561387425016e+00 , -8.268970013469e-01
1.825182518252e+00 , 4.941660167812e-01 , -1.108771579094e+00
1.826182618262e+00 , 1.460490532167e+00 , -1.139136022430e+00
1.827182718272e+00 , 1.323340731586e+00 , -1.096567338822e+00
1.828182818282e+00 , 1.063876444412e+00 , -1.123687750934e+00
1.829182918292e+00 , 1.790200446744e+00 , -1.096801532441e+00
1.830183018302e+00 , 1.374390885246e+00 , -6.311758967417e-01
1.831183118312e+00 , 7.109675262692e-01 , -1.064949359275e+00
1.832183218322e+00 , 1.851424578821e+00 , -1.113577600379e+00
1.833183318332e+00 , 1.398704392373e+00 , -1.055555371687e+00
1.834183418342e+00 , 8.892251552456e-01 , -9.620324467195e-01
1.835183518352e+00 , 1.348126056655e+00 , -8.033033749402e-01
1.836183618362e+00 , 1.225118840084e+00 , -1.025092608141e+00
1.837183718372e+00 , 1.044038696671e+00 , -8.756579318839e-01
1.838183818382e+00 , 1.202643519444e+00 , -1.083789876089e+00
1.839183918392e+00 , 1.365525635565e+00 , -1.099836755579e+00
1.840184018402e+00 , 1.365838752684e+00 , -9.881798757614e-01
1.841184118412e+00 , 1.575346208499e+00 , -1.018345840606e+00
1.842184218422e+00 , 1.318355950893e+00 , -1.320767290144e+00
1.843184318432e+00 , 1.740901204490e+00 , -9.647628818141e-01
1.844184418442e+00 , 1.676769720877e+00 , -1.416805208865e+00
1.845184518452e+00 , 2.037346172869e+00 , -1.124592648837e+00
1.846184618462e+00 , 1.785708264584e+00 , -1.193650843739e+00
1.847184718472e+00 , 1.163190204562e+00 , -1.347731236502e+00
1.848184818482e+00 , 1.311004459706e+00 , -7.940964282985e-01
1.849184918492e+00 , 1.435963745543e+00 , -9.036513784701e-01
1.850185018502e+00 , 1.503864242065e+00 , -1.194801247411e+00
1.851185118512e+00 , 1.081324902381e+00 , -1.013050856814e+00
1.852185218522e+00 , 1.466096904869e+00 , -1.316719473760e+00
1.853185318532e+00 , 1.394501871599e+00 , -1.212752520821e+00
1.854185418542e+00 , 1.378176769670e+00 , -1.124058510543e+00
1.855185518552e+00 , 1.248210009214e+00 , -1.259200262918e+00
1.856185618562e+00 , 1.326778052374e+00 , -1.384549731828e+00
1.857185718572e+00 , 1.464320070988e+00 , -9.639511251485e-01
1.858185818582e+00 , 1.390508779883e+00 , -1.066294578436e+00
1.859185918592e+00 , 1.279532927452e+00 , -9.429914885257e-01
1.860186018602e+00 , 8.622394181726e-01 , -1.374154026116e+00
1.861186118612e+00 , 1.453149581543e+00 , -1.317301236806e+00
1.862186218622e+00 , 1.343430924497e+00 , -1.201521468972e+00
1.863186318632e+00 , 1.618550290919e+00 , -8.861665860594e-01
1.864186418642e+00 , 1.028059894858e+00 , -9.693648721833e-01
1.865186518652e+00 , 1.084584482846e+00 , -8.595282794860e-01
1.866186618662e+00 , 1.170689607990e+00 , -1.273817510162e+00
1.867186718672e+00 , 1.828205591358e+00 , -1.017105500297e+00
1.868186818682e+00 , 1.488733234255e+00 , -1.061792536427e+00
1.869186918692e+00 , 1.138523639598e+00 , -1.068988150393e+00
1.870187018702e+00 , 1.426109005172e+00 , -1.278842948008e+00
1.871187118712e+00 , 1.638476223997e+00 , -1.070958356690e+00
1.872187218722e+00 , 1.531083824084e+00 , -1.220452213915e+00
1.873187318732e+00 , 1.249096447536e+00 , -8.564951586036e-01
1.874187418742e+00 , 1.354873467479e+00 , -1.175063388839e+00
1.875187518752e+00 , 1.359993597261e+00 , -8.715319729192e-01
1.876187618762e+00 , 1.551474283814e+00 , -1.068938211297e+00
1.877187718772e+00 , 1.360739721894e+00 , -1.083319137983e+00
1.878187818782e+00 , 1.542299817521e+00 , -1.246635254329e+00
1.879187918792e+00 , 1.142888306777e+00 , -1.135061511960e+00
1.880188018802e+00 , 1.255117100241e+00 , -1.152349553352e+00
1.881188118812e+00 , 1.459221942276e+00 , -1.263654868229e+00
1.882188218822e+00 , 6.674231163232e-01 , -1.288110717994e+00
1.883188318832e+00 , 1.281349663916e+00 , -1.107914541822e+00
1.884188418842e+00 , 1.257886193076e+00 , -1.376361547019e+00
1.885188518852e+00 , 1.454176424624e+00 , -1.005476017648e+00
1.886188618862e+00 , 1.145180309147e+00 , -1.039209752617e+00
1.887188718872e+00 , 1.561292275161e+00 , -1.352426600879e+00
1.888188818882e+00 , 1.652711324933e+00 , -1.192243651970e+00
1.889188918892e+00 , 3.962509412389e-01 , -9.937904993564e-01
1.890189018902e+00 , 1.357671442632e+00 , -9.634482242617e-01
1.891189118912e+00 , 1.171495292014e+00 , -1.144646524879e+00
1.892189218922e+00 , 9.973729920139e-01 , -1.361281288015e+00
1.893189318932e+00 , 9.623440001204e-01 , -1.236360799905e+00
1.894189418942e+00 , 1.323664687712e+00 , -1.099539655378e+00
1.895189518952e+00 , 1.215076415403e+00 , -9.004084230825e-01
1.896189618962e+00 , 1.030396486920e+00 , -5.918668877641e-01
1.897189718972e+00 , 7.952362756885e-01 , -6.915959014838e-01
1.898189818982e+00 , 1.361095687175e+00 , -1.180179556052e+00
1.899189918992e+00 , 1.629126232631e+00 , -1.185715230549e+00
1.900190019002e+00 , 1.386470759273e+00 , -1.205755138882e+00
1.901190119012e+00 , 1.101561548162e+00 , -9.144659206322e-01
1.902190219022e+00 , 1.558226596289e+00 , -9.389189618825e-01
1.903190319032e+00 , 1.450252480694e+00 , -1.074730390578e+00
1.904190419042e+00 , 1.400261575585e+00 , -1.422051058967e+00
1.905190519052e+00 , 1.220813961683e+00 , -9.247505743217e-01
1.906190619062e+00 , 1.663924537161e+00 , -1.367957177438e+00
1.907190719072e+00 , 1.327694413607e+00 , -1.172454341298e+00
1.908190819082e+00 , 1.215471305982e+00 , -9.676563894715e-01
1.909190919092e+00 , 8.680782229101e-01 , -1.119389933543e+00
1.910191019102e+00 , 1.624863786015e+00 , -9.607047566120e-01
1.911191119112e+00 , 1.748280968786e+00 , -1.211175392677e+00
1.912191219122e+00 , 1.336901419264e+00 , -1.247100781154e+00
1.913191319132e+00 , 1.167557636951e+00 , -1.167115105762e+00
1.914191419142e+00 , 1.319146664890e+00 , -1.259871912677e+00
1.915191519152e+00 , 9.706121338084e-01 , -1.047235022294e+00
1.916191619162e+00 , 1.581284880187e+00 , -1.197172797257e+00
1.917191719172e+00 , 1.760645428029e+00 , -1.437235129734e+00
1.918191819182e+00 , 1.131684095252e+00 , -1.106405669934e+00
1.919191919192e+00 , 1.493856592902e+00 , -1.242081080894e+00
1.920192019202e+00 , 1.101093697876e+00 , -1.009399177329e+00
1.921192119212e+00 , 1.007089211139e+00 , -1.457464174945e+00
1.922192219222e+00 , 1.846219093009e+00 , -9.213403336952e-01
1.923192319232e+00 , 1.424123194746e+00 , -1.095452565706e+00
1.924192419242e+00 , 1.332415477238e+00 , -1.426534457181e+00
1.925192519252e+00 , 1.238802263935e+00 , -1.058874131245e+00
1.926192619262e+00 , 1.700292628574e+00 , -1.096857501883e+00
1.927192719272e+00 , 1.298401766502e+00 , -1.201037572635e+00
1.928192819282e+00 , 1.658970160433e+00 , -1.051828732884e+00
1.929192919292e+00 , 1.077904296812e+00 , -1.108309412991e+00
1.930193019302e+00 , 1.557912862510e+00 , -1.452242833892e+00
1.931193119312e+00 , 1.136144250610e+00 , -1.354536637478e+00
1.932193219322e+00 , 9.419225527528e-01 , -1.114618631186e+00
1.933193319332e+00 , 6.195696616107e-01 , -6.630599548816e-01
1.934193419342e+00 , 1.481544680851e+00 , -1.011478866202e+00
1.935193519352e+00 , 1.174767883122e+00 , -1.250152381650e+00
1.936193619362e+00 , 1.766991981628e+00 , -1.017044192600e+00
1.937193719372e+00 , 1.240957820938e+00 , -9.716330940905e-01
1.938193819382e+00 , 1.141105776170e+00 , -1.427472565012e+00
1.939193919392e+00 , 1.166163681101e+00 , -1.235022701723e+00
1.940194019402e+00 , 1.843605550218e+00 , -1.248978680225e+00
1.941194119412e+00 , 1.351544366197e+00 , -8.733247264154e-01
1.942194219422e+00 , 1.254141831860e+00 , -9.915301822015e-01
1.943194319432e+00 , 1.341906981438e+00 , -1.404036553603e+00
1.944194419442e+00 , 1.365064725411e+00 , -1.165192566239e+00
1.945194519452e+00 , 1.516923272943e+00 , -1.107744904289e+00
1.946194619462e+00 , 1.201357643806e+00 , -1.483942405271e+00
1.947194719472e+00 , 1.285052569853e+00 , -1.443977551515e+00
1.948194819482e+00 , 1.487642432000e+00 , -1.182945665416e+00
1.949194919492e+00 , 1.914023104788e+00 , -1.422087348694e+00
1.950195019502e+00 , 1.515463626635e+00 , -1.329514934309e+00
1.951195119512e+00 , 1.343590190883e+00 , -1.147493786024e+00
1.952195219522e+00 , 1.701834619548e+00 , -1.324617082422e+00
1.953195319532e+00 , 1.179066371004e+00 , -1.092123650768e+00
1.954195419542e+00 , 1.264658143445e+00 , -1.645560808042e+00
1.955195519552e+00 , 2.064131558637e+00 , -1.361429039054e+00
1.956195619562e+00 , 1.387232850158e+00 , -1.018508679738e+00
1.957195719572e+00 , 1.304110488280e+00 , -1.316163638148e+00
1.958195819582e+00 , 1.090196665960e+00 , -1.238081920879e+00
1.959195919592e+00 , 1.499935484857e+00 , -1.139931804881e+00
1.960196019602e+00 , 1.511393910672e+00 , -1.075640272557e+00
1.961196119612e+00 , 1.369453192494e+00 , -1.471141373948e+00
1.962196219622e+00 , 1.540085865863e+00 , -1.094727397663e+00
1.963196319632e+00 , 8.125604473261e-01 , -1.170430325427e+00
1.964196419642e+00 , 9.036193721709e-01 , -1.116099339683e+00
1.965196519652e+00 , 1.323065024088e+00 , -1.291410580978e+00
1.966196619662e+00 , 1.331770891817e+00 , -1.216963841538e+00
1.967196719672e+00 , 1.541999246505e+00 , -1.279736160156e+00
1.968196819682e+00 , 1.344956053148e+00 , -1.129543655020e+00
1.969196919692e+00 , 2.224582280860e+00 , -1.129460446724e+00
1.970197019702e+00 , 1.571310713021e+00 , -1.182937896465e+00
1.971197119712e+00 , 1.500370016324e+00 , -1.582635854222e+00
1.972197219722e+00 , 1.269649692677e+00 , -1.299246924920e+00
1.973197319732e+00 , 1.245678479530e+00 , -1.348892081390e+00
1.974197419742e+00 , 1.249461717264e+00 , -1.096089244174e+00
1.975197519752e+00 , 1.828388452063e+00 , -1.349657465068e+00
1.976197619762e+00 , 1.019068172057e+00 , -1.387355179005e+00
1.977197719772e+00 , 1.466151536637e+00 , -1.323887674781e+00
1.978197819782e+00 , 1.549841076864e+00 , -1.253842936637e+00
1.979197919792e+00 , 1.304500292740e+00 , -1.778443272997e+00
1.980198019802e+00 , 1.475666978498e+00 , -1.020912448606e+00
1.981198119812e+00 , 6.144183281449e-01 , -1.286067291672e+00
1.982198219822e+00 , 1.699602425688e+00 , -1.419247989582e+00
1.983198319832e+00 , 7.271588752960e-01 , -1.492938336465e+00
1.984198419842e+00 , 1.614101809937e+00 , -1.386297103490e+00
1.985198519852e+00 , 1.055084663342e+00 , -1.630994163138e+00
1.986198619862e+00 , 1.695135116129e+00 , -1.242551956004e+00
1.987198719872e+00 , 1.334005775985e+00 , -9.857707766057e-01
1.988198819882e+00 , 1.443075796897e+00 , -1.205105771121e+00
1.989198919892e+00 , 1.558888539734e+00 , -1.225661977984e+00
1.990199019902e+00 , 1.489188936357e+00 , -1.145037007343e+00
1.991199119912e+00 , 1.711045552997e+00 , -1.158983800139e+00
1.992199219922e+00 , 1.863179935844e+00 , -1.469201656831e+00
1.993199319932e+00 , 1.340098490345e+00 , -1.295510854100e+00
1.994199419942e+00 , 1.558760694782e+00 , -1.719953474143e+00
1.995199519952e+00 , 1.183017258214e+00 , -1.278002116393e+00
1.996199619962e+00 , 1.446388106253e+00 , -1.392224427870e+00
1.997199719972e+00 , 1.047486726988e+00 , -1.346027140838e+00
1.998199819982e+00 , 1.804508417095e+00 , -8.669659354222e-01
1.999199919992e+00 , 1.570738919687e+00 , -1.244154479453e+00
2.000200020002e+00 , 1.258848726039e+00 , -1.294624484106e+00
2.001200120012e+00 , 1.422684948450e+00 , -1.384921700573e+00
2.002200220022e+00 , 2.124809417704e+00 , -1.093862419345e+00
2.003200320032e+00 , 1.082170942265e+00 , -1.235843567867e+00
2.004200420042e+00 , 1.574952932498e+00 , -1.350771637056e+00
2.005200520052e+00 , 1.017219538172e+00 , -1.039353980740e+00
2.006200620062e+00 , 6.553968421256e-01 , -1.162804644574e+00
2.007200720072e+00 , 1.574194000105e+00 , -1.070655670427e+00
2.008200820082e+00 , 2.027723711833e+00 , -1.346243836801e+00
2.009200920092e+00 , 1.626182955676e+00 , -1.465122479100e+00
2.010201020102e+00 , 1.381244471628e+00 , -9.381701994136e-01
2.011201120112e+00 , 1.416176567078e+00 , -1.157658708361e+00
2.012201220122e+00 , 1.063949229835e+00 , -1.234302241539e+00
2.013201320132e+00 , 1.470624777514e+00 , -1.518679103700e+00
2.014201420142e+00 , 1.585582381026e+00 , -1.299215618185e+00
2.015201520152e+00 , 1.334924458368e+00 , -1.055465489682e+00
2.016201620162e+00 , 1.488180035351e+00 , -1.470696292308e+00
2.017201720172e+00 , 1.181226032084e+00 , -1.323095650392e+00
2.018201820182e+00 , 1.097551655019e+00 , -1.333567346707e+00
2.019201920192e+00 , 1.786850120890e+00 , -1.160699300943e+00
2.020202020202e+00 , 1.406597710761e+00 , -1.175274146772e+00
2.021202120212e+00 , 1.531947662807e+00 , -1.428423860967e+00
2.022202220222e+00 , 1.390380086255e+00 , -1.229040192280e+00
2.023202320232e+00 , 1.286547504933e+00 , -1.338514858987e+00
2.024202420242e+00 , 1.554819692276e+00 , -1.407238731352e+00
2.025202520252e+00 , 1.070194005353e+00 , -1.422214230062e+00
2.026202620262e+00 , 1.683764873675e+00 , -1.208081710287e+00
2.027202720272e+00 , 1.058525810050e+00 , -1.307088188676e+00
2.028202820282e+00 , 1.798841656358e+00 , -1.576728011877e+00
2.029202920292e+00 , 1.260809785743e+00 , -8.568064689234e-01
2.030203020302e+00 , 1.257390666590e+00 , -1.535771964004e+00
2.031203120312e+00 , 1.266754341667e+00 , -1.116191751077e+00
2.032203220322e+00 , 1.815305298545e+00 , -1.239189214557e+00
2.033203320332e+00 , 1.545401088908e+00 , -1.077157667085e+00
2.034203420342e+00 , 1.112180520980e+00 , -1.405952927170e+00
2.035203520352e+00 , 1.210673513113e+00 , -1.299164627931e+00
2.036203620362e+00 , 2.006953492642e+00 , -1.062550256660e+00
2.037203720372e+00 , 1.051385347283e+00 , -1.332049284089e+00
2.038203820382e+00 , 1.425758848264e+00 , -1.364091339189e+00
2.039203920392e+00 , 1.052435179246e+00 , -1.523674758769e+00
2.040204020402e+00 , 1.162222555907e+00 , -1.203385325697e+00
2.041204120412e+00 , 1.117425410294e+00 , -1.025718218051e+00
2.042204220422e+00 , 1.617629440391e+00 , -1.148435234222e+00
2.043204320432e+00 , 1.137978335388e+00 , -1.415452381081e+00
2.044204420442e+00 , 1.440542562829e+00 , -1.395806492537e+00
2.045204520452e+00 , 1.591903159366e+00 , -1.397989083358e+00
2.046204620462e+00 , 1.681894021477e+00 , -1.295906347409e+00
2.047204720472e+00 , 1.821396176404e+00 , -7.582696220820e-01
2.048204820482e+00 , 1.128597954471e+00 , -1.356589863433e+00
2.049204920492e+00 , 1.696439797940e+00 , -1.352474197484e+00
2.050205020502e+00 , 1.831279373337e+00 , -1.119510724642e+00
2.051205120512e+00 , 1.391723513333e+00 , -1.198557490091e+00
2.052205220522e+00 , 1.388433541534e+00 , -1.268173129918e+00
2.053205320532e+00 , 1.870168830558e+00 , -1.570463430807e+00
2.054205420542e+00 , 1.677178809570e+00 , -1.273321518267e+00
2.055205520552e+00 , 1.659130568301e+00 , -1.354846808980e+00
2.056205620562e+00 , 1.376095888043e+00 , -1.232951605157e+00
2.057205720572e+00 , 1.206571569966e+00 , -1.238543594207e+00
2.058205820582e+00 , 1.812189403561e+00 , -1.214227151427e+00
2.059205920592e+00 , 1.722957320455e+00 , -1.546791896031e+00
2.060206020602e+00 , 1.839794854487e+00 , -1.253918691259e+00
2.061206120612e+00 , 1.629185212969e+00 , -1.688727444050e+00
2.062206220622e+00 , 1.038123459810e+00 , -1.310844486936e+00
2.063206320632e+00 , 1.010654888284e+00 , -1.192297626135e+00
2.064206420642e+00 , 1.547370292319e+00 , -9.379594461549e-01
2.065206520652e+00 , 9.172794879332e-01 , -1.213059354184e+00
2.066206620662e+00 , 8.855468244287e-01 , -1.268605083247e+00
2.067206720672e+00 , 1.674488690473e+00 , -1.429765247116e+00
2.068206820682e+00 , 1.271104649972e+00 , -1.209901414198e+00
2.069206920692e+00 , 1.095591644347e+00 , -1.451798459477e+00
2.070207020702e+00 , 1.246519983310e+00 , -1.055125043059e+00
2.071207120712e+00 , 1.244627163727e+00 , -1.343834695746e+00
